#proteinId	gotermId	goName	gotermType	goAcc
1866060	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
1866526	5939	zinc ion binding	molecular_function	GO:0008270
1866526	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1866526	3838	nucleus	cellular_component	GO:0005634
1866526	2196	transcription factor activity	molecular_function	GO:0003700
1867032	5939	zinc ion binding	molecular_function	GO:0008270
1867777	5830	metabolic process	biological_process	GO:0008152
1867777	2290	catalytic activity	molecular_function	GO:0003824
1867777	9491	4-coumarate-CoA ligase activity	molecular_function	GO:0016207
1868873	5939	zinc ion binding	molecular_function	GO:0008270
1868873	3827	intracellular	cellular_component	GO:0005622
1870002	4602	protein amino acid phosphorylation	biological_process	GO:0006468
1870002	3736	ATP binding	molecular_function	GO:0005524
1870002	3043	protein kinase activity	molecular_function	GO:0004672
1870002	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
1870002	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
1870002	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
1870002	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
1870002	10103	SAP kinase activity	molecular_function	GO:0016909
1870002	10102	MAP kinase 2 activity	molecular_function	GO:0016908
1870002	6196	JUN kinase kinase activity	molecular_function	GO:0008545
1870002	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
1870002	6005	MP kinase activity	molecular_function	GO:0008339
1870002	6004	MAP kinase 1 activity	molecular_function	GO:0008338
1870002	3084	Janus kinase activity	molecular_function	GO:0004718
1870002	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
1870002	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
1870002	3074	MAP kinase kinase activity	molecular_function	GO:0004708
1870002	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
1870002	3071	JUN kinase activity	molecular_function	GO:0004705
1870002	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
1870002	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
1870002	3067	atypical protein kinase C activity	molecular_function	GO:0004700
1870002	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
1870002	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
1870002	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
1870002	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
1870002	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
1870002	3051	casein kinase I activity	molecular_function	GO:0004681
1870002	3050	casein kinase activity	molecular_function	GO:0004680
1870002	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
1870002	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
1870002	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
1870002	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
1870705	3736	ATP binding	molecular_function	GO:0005524
1870705	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1870705	162	nucleotide binding	molecular_function	GO:0000166
1870705	3708	binding	molecular_function	GO:0005488
1870705	13282	matrilysin-2 activity	molecular_function	GO:0030402
1870705	5987	prenyl protein specific endopeptidase activity	molecular_function	GO:0008319
1870705	5813	collagenase activity	molecular_function	GO:0008133
1870705	2679	stromelysin 3 activity	molecular_function	GO:0004249
1875801	2747	gluconolactonase activity	molecular_function	GO:0004341
1877437	9321	integral to membrane	cellular_component	GO:0016021
1877437	8649	solute:hydrogen antiporter activity	molecular_function	GO:0015299
1877437	4993	regulation of pH	biological_process	GO:0006885
1879805	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
1879805	4758	lipid metabolic process	biological_process	GO:0006629
1879932	10082	ATPase activity	molecular_function	GO:0016887
1879932	3736	ATP binding	molecular_function	GO:0005524
1879932	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1879932	162	nucleotide binding	molecular_function	GO:0000166
1879932	6209	xenobiotic-transporting ATPase activity	molecular_function	GO:0008559
1881427	2176	DNA binding	molecular_function	GO:0003677
1881427	4464	DNA methylation	biological_process	GO:0006306
1881427	24965	DNA (cytosine-5-)-methyltransferase activity, acting on CpNpG substrates	molecular_function	GO:0051720
1881427	24964	DNA (cytosine-5-)-methyltransferase activity, acting on CpN substrates	molecular_function	GO:0051719
1881427	24963	DNA (cytosine-5-)-methyltransferase activity, acting on CpG substrates	molecular_function	GO:0051718
1881427	2352	DNA (cytosine-5-)-methyltransferase activity	molecular_function	GO:0003886
1881877	3736	ATP binding	molecular_function	GO:0005524
1881877	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1881877	162	nucleotide binding	molecular_function	GO:0000166
1882034	12936	actin cytoskeleton organization and biogenesis	biological_process	GO:0030036
1882034	5958	F-actin capping protein complex	cellular_component	GO:0008290
1882034	2246	actin binding	molecular_function	GO:0003779
1882702	21401	protein dimerization activity	molecular_function	GO:0046983
1882702	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1882702	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1882702	3838	nucleus	cellular_component	GO:0005634
1882702	2196	transcription factor activity	molecular_function	GO:0003700
1883281	5830	metabolic process	biological_process	GO:0008152
1883281	5765	N-acetyltransferase activity	molecular_function	GO:0008080
1883377	9320	membrane	cellular_component	GO:0016020
1883377	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
1883377	4977	amino acid transport	biological_process	GO:0006865
1884311	5939	zinc ion binding	molecular_function	GO:0008270
1884311	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1884311	3838	nucleus	cellular_component	GO:0005634
1884311	2196	transcription factor activity	molecular_function	GO:0003700
1885121	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
1885428	3827	intracellular	cellular_component	GO:0005622
1885428	4440	DNA repair	biological_process	GO:0006281
1885428	2176	DNA binding	molecular_function	GO:0003677
1885428	4421	DNA replication	biological_process	GO:0006260
1885428	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
1885428	2290	catalytic activity	molecular_function	GO:0003824
1885678	9320	membrane	cellular_component	GO:0016020
1885678	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
1885678	4977	amino acid transport	biological_process	GO:0006865
1885678	9321	integral to membrane	cellular_component	GO:0016021
1885773	5939	zinc ion binding	molecular_function	GO:0008270
1885773	3827	intracellular	cellular_component	GO:0005622
1885773	2175	nucleic acid binding	molecular_function	GO:0003676
1886130	9321	integral to membrane	cellular_component	GO:0016021
1886202	5939	zinc ion binding	molecular_function	GO:0008270
1886202	3727	protein binding	molecular_function	GO:0005515
1886208	9366	RNA metabolic process	biological_process	GO:0016070
1886208	3727	protein binding	molecular_function	GO:0005515
1886208	3708	binding	molecular_function	GO:0005488
1886285	12251	heme binding	molecular_function	GO:0020037
1886285	4283	electron transport	biological_process	GO:0006118
1886285	3721	iron ion binding	molecular_function	GO:0005506
1886285	2888	monooxygenase activity	molecular_function	GO:0004497
1886775	17205	regulation of Rho protein signal transduction	biological_process	GO:0035023
1886775	3827	intracellular	cellular_component	GO:0005622
1886775	3425	Rho guanyl-nucleotide exchange factor activity	molecular_function	GO:0005089
1887602	5830	metabolic process	biological_process	GO:0008152
1887602	2290	catalytic activity	molecular_function	GO:0003824
1887602	2435	acetate-CoA ligase activity	molecular_function	GO:0003987
1888046	3737	GTP binding	molecular_function	GO:0005525
1888098	12251	heme binding	molecular_function	GO:0020037
1888098	4283	electron transport	biological_process	GO:0006118
1888098	3721	iron ion binding	molecular_function	GO:0005506
1888098	2888	monooxygenase activity	molecular_function	GO:0004497
1888225	12251	heme binding	molecular_function	GO:0020037
1888225	4283	electron transport	biological_process	GO:0006118
1888225	3721	iron ion binding	molecular_function	GO:0005506
1888225	2888	monooxygenase activity	molecular_function	GO:0004497
1888225	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
1888225	3827	intracellular	cellular_component	GO:0005622
1888225	3421	guanyl-nucleotide exchange factor activity	molecular_function	GO:0005085
1888319	4602	protein amino acid phosphorylation	biological_process	GO:0006468
1888319	3736	ATP binding	molecular_function	GO:0005524
1888319	3043	protein kinase activity	molecular_function	GO:0004672
1888319	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
1888319	3052	protein kinase CK2 activity	molecular_function	GO:0004682
1888458	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1888458	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1888458	3838	nucleus	cellular_component	GO:0005634
1888458	2196	transcription factor activity	molecular_function	GO:0003700
1888579	3737	GTP binding	molecular_function	GO:0005525
1888593	3737	GTP binding	molecular_function	GO:0005525
1888744	12251	heme binding	molecular_function	GO:0020037
1888744	4283	electron transport	biological_process	GO:0006118
1888744	3721	iron ion binding	molecular_function	GO:0005506
1888744	2888	monooxygenase activity	molecular_function	GO:0004497
1888744	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
1889438	19908	regulation of transcription	biological_process	GO:0045449
1889438	13391	transcription regulator activity	molecular_function	GO:0030528
1889438	3838	nucleus	cellular_component	GO:0005634
1889504	10013	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
1889504	3736	ATP binding	molecular_function	GO:0005524
1890454	13038	manganese ion binding	molecular_function	GO:0030145
1890454	4460	double-strand break repair	biological_process	GO:0006302
1890454	3838	nucleus	cellular_component	GO:0005634
1890454	2910	endonuclease activity	molecular_function	GO:0004519
1890991	2747	gluconolactonase activity	molecular_function	GO:0004341
1891518	4851	aromatic compound metabolic process	biological_process	GO:0006725
1891518	4283	electron transport	biological_process	GO:0006118
1891518	2888	monooxygenase activity	molecular_function	GO:0004497
1891518	9710	oxidoreductase activity	molecular_function	GO:0016491
1891518	5830	metabolic process	biological_process	GO:0008152
1891518	10964	salicylate 1-monooxygenase activity	molecular_function	GO:0018658
1891607	5869	phosphatidate phosphatase activity	molecular_function	GO:0008195
1891692	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
1891692	2826	1-phosphatidylinositol 4-kinase activity	molecular_function	GO:0004430
1891823	6075	acyltransferase activity	molecular_function	GO:0008415
1891823	2534	carnitine O-acetyltransferase activity	molecular_function	GO:0004092
1891864	19908	regulation of transcription	biological_process	GO:0045449
1891864	13391	transcription regulator activity	molecular_function	GO:0030528
1891864	3838	nucleus	cellular_component	GO:0005634
1892019	10082	ATPase activity	molecular_function	GO:0016887
1892019	3736	ATP binding	molecular_function	GO:0005524
1892019	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1892019	162	nucleotide binding	molecular_function	GO:0000166
1892019	6209	xenobiotic-transporting ATPase activity	molecular_function	GO:0008559
1892190	10082	ATPase activity	molecular_function	GO:0016887
1892190	3736	ATP binding	molecular_function	GO:0005524
1892190	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1892190	162	nucleotide binding	molecular_function	GO:0000166
1892190	6209	xenobiotic-transporting ATPase activity	molecular_function	GO:0008559
1892469	3736	ATP binding	molecular_function	GO:0005524
1892469	2176	DNA binding	molecular_function	GO:0003677
1892897	5939	zinc ion binding	molecular_function	GO:0008270
1893629	9710	oxidoreductase activity	molecular_function	GO:0016491
1893629	5830	metabolic process	biological_process	GO:0008152
1895045	9320	membrane	cellular_component	GO:0016020
1895045	9480	vesicle-mediated transport	biological_process	GO:0016192
1895045	3727	protein binding	molecular_function	GO:0005515
1895775	2543	cholinesterase activity	molecular_function	GO:0004104
1896866	2945	beta-mannosidase activity	molecular_function	GO:0004567
1897048	9480	vesicle-mediated transport	biological_process	GO:0016192
1897048	4994	intracellular protein transport	biological_process	GO:0006886
1897048	3727	protein binding	molecular_function	GO:0005515
1897048	3708	binding	molecular_function	GO:0005488
1898144	2914	ribonuclease H activity	molecular_function	GO:0004523
1898144	2175	nucleic acid binding	molecular_function	GO:0003676
1898385	4499	transcription	biological_process	GO:0006350
1898385	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
1898385	2176	DNA binding	molecular_function	GO:0003677
1901706	4605	protein amino acid ADP-ribosylation	biological_process	GO:0006471
1901706	3838	nucleus	cellular_component	GO:0005634
1901706	2403	NAD+ ADP-ribosyltransferase activity	molecular_function	GO:0003950
1905398	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
1905398	3827	intracellular	cellular_component	GO:0005622
1905398	3421	guanyl-nucleotide exchange factor activity	molecular_function	GO:0005085
1910680	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
1910680	3736	ATP binding	molecular_function	GO:0005524
1910680	2175	nucleic acid binding	molecular_function	GO:0003676
1910680	2792	helicase activity	molecular_function	GO:0004386
1910812	9321	integral to membrane	cellular_component	GO:0016021
1910812	8649	solute:hydrogen antiporter activity	molecular_function	GO:0015299
1910812	4993	regulation of pH	biological_process	GO:0006885
1913131	11404	hydrolase activity, acting on acid halide bonds, in C-halide compounds	molecular_function	GO:0019120
1913131	5830	metabolic process	biological_process	GO:0008152
1913131	6579	phosphoglycolate phosphatase activity	molecular_function	GO:0008967
1913131	11085	(S)-2-haloacid dehalogenase activity	molecular_function	GO:0018784
1913310	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
1913310	3737	GTP binding	molecular_function	GO:0005525
1914862	3736	ATP binding	molecular_function	GO:0005524
1914862	3708	binding	molecular_function	GO:0005488
1917207	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1917207	5939	zinc ion binding	molecular_function	GO:0008270
1917207	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1917207	3838	nucleus	cellular_component	GO:0005634
1917207	2196	transcription factor activity	molecular_function	GO:0003700
1917396	3727	protein binding	molecular_function	GO:0005515
1917396	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
1917396	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
1917396	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
1917396	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
1917396	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1919526	4602	protein amino acid phosphorylation	biological_process	GO:0006468
1919526	3736	ATP binding	molecular_function	GO:0005524
1919526	3043	protein kinase activity	molecular_function	GO:0004672
1919526	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
1919526	3052	protein kinase CK2 activity	molecular_function	GO:0004682
1920543	12251	heme binding	molecular_function	GO:0020037
1920543	4283	electron transport	biological_process	GO:0006118
1920543	3721	iron ion binding	molecular_function	GO:0005506
1920543	2888	monooxygenase activity	molecular_function	GO:0004497
1923173	17205	regulation of Rho protein signal transduction	biological_process	GO:0035023
1923173	3827	intracellular	cellular_component	GO:0005622
1923173	3425	Rho guanyl-nucleotide exchange factor activity	molecular_function	GO:0005089
1928435	10063	intramolecular transferase activity, phosphotransferases	molecular_function	GO:0016868
1928435	4143	carbohydrate metabolic process	biological_process	GO:0005975
1942044	5909	metallopeptidase activity	molecular_function	GO:0008237
1942044	4639	proteolysis	biological_process	GO:0006508
1942044	21401	protein dimerization activity	molecular_function	GO:0046983
1942044	9985	hydrolase activity	molecular_function	GO:0016787
1942044	21832	N-acetylgalactosamine-6-phosphate deacetylase activity	molecular_function	GO:0047419
1942044	19328	indoleacetamide hydrolase activity	molecular_function	GO:0043864
1942044	19212	O-succinylbenzoate synthase activity	molecular_function	GO:0043748
1942044	19211	N2-acetyl-L-lysine deacetylase activity	molecular_function	GO:0043747
1942044	11050	(3,5-dichlorophenylurea)acetate amidohydrolase activity	molecular_function	GO:0018749
1942044	11049	iprodione amidohydrolase activity	molecular_function	GO:0018748
1942044	6380	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular_function	GO:0008759
1942044	6078	protein N-terminal asparagine amidohydrolase activity	molecular_function	GO:0008418
1942044	2805	histone deacetylase activity	molecular_function	GO:0004407
1942093	4143	carbohydrate metabolic process	biological_process	GO:0005975
1942093	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1943238	4556	translation	biological_process	GO:0006412
1943238	4025	ribosome	cellular_component	GO:0005840
1943238	3827	intracellular	cellular_component	GO:0005622
1943238	2227	structural constituent of ribosome	molecular_function	GO:0003735
1943383	5939	zinc ion binding	molecular_function	GO:0008270
1943383	3727	protein binding	molecular_function	GO:0005515
1943439	17205	regulation of Rho protein signal transduction	biological_process	GO:0035023
1943439	3827	intracellular	cellular_component	GO:0005622
1943439	3425	Rho guanyl-nucleotide exchange factor activity	molecular_function	GO:0005089
1943566	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1943566	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1943566	3838	nucleus	cellular_component	GO:0005634
1943566	2196	transcription factor activity	molecular_function	GO:0003700
1944412	10330	phosphatidylinositol N-acetylglucosaminyltransferase activity	molecular_function	GO:0017176
1944412	9321	integral to membrane	cellular_component	GO:0016021
1944412	4637	GPI anchor biosynthetic process	biological_process	GO:0006506
1944824	9985	hydrolase activity	molecular_function	GO:0016787
1944824	6425	carboxymethylenebutenolidase activity	molecular_function	GO:0008806
1944833	5939	zinc ion binding	molecular_function	GO:0008270
1944833	2175	nucleic acid binding	molecular_function	GO:0003676
1944886	9985	hydrolase activity	molecular_function	GO:0016787
1944886	5830	metabolic process	biological_process	GO:0008152
1944886	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
1944977	21106	response to antibiotic	biological_process	GO:0046677
1944977	9321	integral to membrane	cellular_component	GO:0016021
1944977	9211	tetracycline transport	biological_process	GO:0015904
1944977	8851	tetracycline:hydrogen antiporter activity	molecular_function	GO:0015520
1945102	23919	FAD binding	molecular_function	GO:0050660
1945102	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
1945102	4234	alcohol metabolic process	biological_process	GO:0006066
1945102	22049	alcohol oxidase activity	molecular_function	GO:0047639
1946575	3736	ATP binding	molecular_function	GO:0005524
1946575	2792	helicase activity	molecular_function	GO:0004386
1946575	2175	nucleic acid binding	molecular_function	GO:0003676
1946575	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
1946575	10013	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
1947681	3736	ATP binding	molecular_function	GO:0005524
1947681	2792	helicase activity	molecular_function	GO:0004386
1947681	2175	nucleic acid binding	molecular_function	GO:0003676
1947681	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
1947895	12251	heme binding	molecular_function	GO:0020037
1947895	4283	electron transport	biological_process	GO:0006118
1947895	3721	iron ion binding	molecular_function	GO:0005506
1947895	2888	monooxygenase activity	molecular_function	GO:0004497
1947895	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
1948635	4143	carbohydrate metabolic process	biological_process	GO:0005975
1948635	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1948635	6082	beta-glucosidase activity	molecular_function	GO:0008422
1948992	4591	protein folding	biological_process	GO:0006457
1948992	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
1948992	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
1948992	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
1948992	2975	cyclophilin	molecular_function	GO:0004600
1949099	4602	protein amino acid phosphorylation	biological_process	GO:0006468
1949099	3736	ATP binding	molecular_function	GO:0005524
1949099	3043	protein kinase activity	molecular_function	GO:0004672
1949631	5939	zinc ion binding	molecular_function	GO:0008270
1949631	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1949631	3838	nucleus	cellular_component	GO:0005634
1949631	2196	transcription factor activity	molecular_function	GO:0003700
1950450	12251	heme binding	molecular_function	GO:0020037
1950450	4283	electron transport	biological_process	GO:0006118
1950450	3721	iron ion binding	molecular_function	GO:0005506
1950450	2888	monooxygenase activity	molecular_function	GO:0004497
2004127	2420	RNA-directed RNA polymerase activity	molecular_function	GO:0003968
2006091	20001	gibberellin 2-beta-dioxygenase activity	molecular_function	GO:0045543
2011206	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
2011206	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
2013912	2914	ribonuclease H activity	molecular_function	GO:0004523
2013912	2175	nucleic acid binding	molecular_function	GO:0003676
2017881	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
2017881	162	nucleotide binding	molecular_function	GO:0000166
2017881	3736	ATP binding	molecular_function	GO:0005524
2017881	4421	DNA replication	biological_process	GO:0006260
2017881	3838	nucleus	cellular_component	GO:0005634
2017881	2176	DNA binding	molecular_function	GO:0003677
2017881	3862	DNA replication factor C complex	cellular_component	GO:0005663
2017881	2187	DNA clamp loader activity	molecular_function	GO:0003689
2022730	4541	RNA processing	biological_process	GO:0006396
2022730	2915	ribonuclease III activity	molecular_function	GO:0004525
2022730	2216	RNA binding	molecular_function	GO:0003723
2022730	3827	intracellular	cellular_component	GO:0005622
2024272	4639	proteolysis	biological_process	GO:0006508
2024272	2632	pepsin A activity	molecular_function	GO:0004194
2024272	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
2027289	5939	zinc ion binding	molecular_function	GO:0008270
2027289	2175	nucleic acid binding	molecular_function	GO:0003676
2027683	9320	membrane	cellular_component	GO:0016020
2027683	4927	transport	biological_process	GO:0006810
2027683	3546	transporter activity	molecular_function	GO:0005215
2030941	12251	heme binding	molecular_function	GO:0020037
2030941	4283	electron transport	biological_process	GO:0006118
2030941	3721	iron ion binding	molecular_function	GO:0005506
2030941	2888	monooxygenase activity	molecular_function	GO:0004497
2030941	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
2032404	9320	membrane	cellular_component	GO:0016020
2032404	5908	serine-type peptidase activity	molecular_function	GO:0008236
2032404	4639	proteolysis	biological_process	GO:0006508
2032404	10004	proprotein convertase activity	molecular_function	GO:0016808
2032404	6602	serine-type signal peptidase activity	molecular_function	GO:0008991
2032404	5915	plasminogen activator activity	molecular_function	GO:0008243
2032404	5812	pancreatic elastase activity	molecular_function	GO:0008132
2032404	2700	subtilase activity	molecular_function	GO:0004289
2033392	9710	oxidoreductase activity	molecular_function	GO:0016491
2033392	25233	(R)-2-hydroxyglutarate dehydrogenase activity	molecular_function	GO:0051990
2033392	22621	3-ketoglucose-reductase activity	molecular_function	GO:0048258
2033392	19178	(R)-2-hydroxyisocaproate dehydrogenase activity	molecular_function	GO:0043713
2033392	16591	steroid dehydrogenase activity, acting on the CH-CH group of donors	molecular_function	GO:0033765
2033392	16590	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0033764
2033392	15277	phenylcoumaran benzylic ether reductase activity	molecular_function	GO:0032442
2033392	10763	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	GO:0018453
2033392	10762	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	GO:0018452
2033392	10761	epoxide dehydrogenase activity	molecular_function	GO:0018451
2033392	9508	steroid dehydrogenase activity	molecular_function	GO:0016229
2033392	6491	gluconate dehydrogenase activity	molecular_function	GO:0008875
2033392	2886	mevaldate reductase activity	molecular_function	GO:0004495
2033392	2842	isocitrate dehydrogenase activity	molecular_function	GO:0004448
2033392	2477	aldo-keto reductase activity	molecular_function	GO:0004033
2033392	248	3-keto sterol reductase activity	molecular_function	GO:0000253
2033392	247	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
2033663	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2033663	3736	ATP binding	molecular_function	GO:0005524
2033663	3043	protein kinase activity	molecular_function	GO:0004672
2033663	3060	cyclin-dependent protein kinase activity	molecular_function	GO:0004693
2034891	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
2034891	3737	GTP binding	molecular_function	GO:0005525
2034891	5250	signal transduction	biological_process	GO:0007165
2034891	5019	nucleocytoplasmic transport	biological_process	GO:0006913
2034891	4994	intracellular protein transport	biological_process	GO:0006886
2034891	3727	protein binding	molecular_function	GO:0005515
2034891	2378	GTPase activity	molecular_function	GO:0003924
2034891	3827	intracellular	cellular_component	GO:0005622
2034891	8400	protein transport	biological_process	GO:0015031
2037801	5939	zinc ion binding	molecular_function	GO:0008270
2037801	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2037801	3838	nucleus	cellular_component	GO:0005634
2037801	2196	transcription factor activity	molecular_function	GO:0003700
2037801	4499	transcription	biological_process	GO:0006350
2037801	2176	DNA binding	molecular_function	GO:0003677
2037801	12048	procollagen-proline dioxygenase activity	molecular_function	GO:0019798
2037801	9504	procollagen-proline, 2-oxoglutarate-4-dioxygenase complex	cellular_component	GO:0016222
2037801	3029	procollagen-proline 4-dioxygenase activity	molecular_function	GO:0004656
2038294	17205	regulation of Rho protein signal transduction	biological_process	GO:0035023
2038294	3827	intracellular	cellular_component	GO:0005622
2038294	3425	Rho guanyl-nucleotide exchange factor activity	molecular_function	GO:0005089
2038755	9240	large ribosomal subunit	cellular_component	GO:0015934
2038755	4556	translation	biological_process	GO:0006412
2038755	2227	structural constituent of ribosome	molecular_function	GO:0003735
2038755	4025	ribosome	cellular_component	GO:0005840
2038755	3827	intracellular	cellular_component	GO:0005622
2041876	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
2041876	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
2041876	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
2041876	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
2041876	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
2043006	13392	ribonucleoprotein complex	cellular_component	GO:0030529
2043006	4513	rRNA processing	biological_process	GO:0006364
2043006	3838	nucleus	cellular_component	GO:0005634
2045126	10048	isomerase activity	molecular_function	GO:0016853
2045126	4143	carbohydrate metabolic process	biological_process	GO:0005975
2045126	13135	carbohydrate binding	molecular_function	GO:0030246
2045126	2290	catalytic activity	molecular_function	GO:0003824
2045831	9321	integral to membrane	cellular_component	GO:0016021
2046887	6770	nucleotide biosynthetic process	biological_process	GO:0009165
2046887	4675	glycine biosynthetic process	biological_process	GO:0006545
2046887	2584	dihydrofolate reductase activity	molecular_function	GO:0004146
2046887	23920	NADP binding	molecular_function	GO:0050661
2047556	2849	ketol-acid reductoisomerase activity	molecular_function	GO:0004455
2051145	5830	metabolic process	biological_process	GO:0008152
2051145	2290	catalytic activity	molecular_function	GO:0003824
2051145	3136	succinate-CoA ligase (ADP-forming) activity	molecular_function	GO:0004775
2051145	2344	ATP citrate synthase activity	molecular_function	GO:0003878
2051290	2306	gamma-glutamyltransferase activity	molecular_function	GO:0003840
2053658	2216	RNA binding	molecular_function	GO:0003723
2053658	17778	ribosome assembly	biological_process	GO:0042255
2053658	3838	nucleus	cellular_component	GO:0005634
2053658	3727	protein binding	molecular_function	GO:0005515
2054458	2176	DNA binding	molecular_function	GO:0003677
2055873	24495	regulation of protein metabolic process	biological_process	GO:0051246
2055873	19152	post-translational protein modification	biological_process	GO:0043687
2055873	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
2055873	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
2055873	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
2055873	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
2055873	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
2055873	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
2058671	5939	zinc ion binding	molecular_function	GO:0008270
2058671	2175	nucleic acid binding	molecular_function	GO:0003676
